celebrity_name,ci_width_mean,ci_width_median,ci_width_std,cv_mean,cv_median,cv_std,season,n_obs
Josh Norman,0.06704914655207894,0.06524642563919765,0.018244188749771358,0.0833096350971957,0.08285567591717685,0.006756090587567706,26,4
Josie Maran,0.0233432334605407,0.0233432334605407,,0.0903277861496441,0.0903277861496441,,5,1
Juan Pablo Di Pace,0.034212272743410446,0.03407968726931565,0.0031495695315952726,0.11524475190026227,0.1164764075060169,0.007377122869368155,27,8
Justina Machado,0.007089849406077264,0.003596025241744,0.008383361587466559,0.0150156916527789,0.0101334151699786,0.011554922594190595,29,11
Kaitlyn Bristowe,0.006854543308787064,0.0044723652278554,0.008520542397788055,0.014901105904634237,0.0086807256512887,0.013024916981168732,29,11
Karamo Brown,0.010528559706822958,0.0093054156691111,0.004853378074390531,0.028521487857718884,0.0214159359805102,0.012438302762721145,28,7
Kareem Abdul-Jabbar,0.025146943242766902,0.025146943242766902,0.00026327419979513207,0.09764556753910775,0.09764556753910775,0.0030757926430160557,26,2
Kate Flannery,0.009761461153260988,0.010260865666085951,0.003972217374669465,0.0258507246058281,0.0235375444240674,0.012709851583097415,28,8
Kate Gosselin,0.030097336806878684,0.0303621178678867,0.0046103699333016855,0.08917627171768037,0.0861384168618278,0.004554854168252327,10,5
Katherine Jenkins,0.05762668057774466,0.054500063684786645,0.017612158713020944,0.0895533475859337,0.09124519211591481,0.010184645540884966,14,10
Kathy Ireland,0.015367963811028451,0.015367963811028451,0.00046113722305263287,0.090621930707937,0.090621930707937,0.00010179166947192821,9,2
Kel Mitchell,0.009399221118425819,0.0055936355009518,0.009745610039505774,0.01775149068499021,0.0138137932764822,0.012892564301597019,28,11
Kellie Pickler,0.05805628239822562,0.0581446428709168,0.019391235474247,0.0970736776428273,0.0960881871885776,0.003919909136616966,16,10
Kelly Monaco,0.05613698344823037,0.058512864493935945,0.029459687085717806,0.07321514682852291,0.08890489244567676,0.037835767475695545,15,16
Kelly Osbourne,0.06979843638814828,0.06542008491525005,0.027237116690324817,0.10287667537302347,0.1031930019573571,0.012002207354382104,9,10
Kendra Wilkinson,0.037812148892685284,0.0368314168005471,0.00342919178657567,0.10666447752386858,0.1068245970390445,0.0053361630560930075,12,7
Kenny Mayne,0.0107932797275122,0.0107932797275122,,0.0334956758753423,0.0334956758753423,,2,1
Kenya Moore,0.007686899694714166,0.0079507382030604,0.0023876016843361477,0.0280257057395491,0.02724578003690805,0.010604284217870585,30,6
Keyshawn Johnson,0.02063278261886185,0.02063278261886185,0.002112123129318625,0.0882500401534832,0.0882500401534832,0.0007228575298980855,17,2
Kim Fields,0.0307630422757818,0.032388882358241,0.005697249652206807,0.10016595845163752,0.0983732777897859,0.0046468356872876445,22,7
Kim Kardashian,0.02087559909839565,0.02087559909839565,0.0003983894896707709,0.08822942312273024,0.08822942312273024,6.802127329840378e-05,7,2
Kim Zolciak-Biermann,0.03884519652259695,0.03884519652259695,0.0031362697713604427,0.1220960312078695,0.1220960312078695,0.00788294437426411,21,2
Kirstie Alley,0.0598867801456555,0.04957015647303925,0.023076413904904766,0.11277688202441498,0.11444307111666825,0.012148206954118572,15,18
Kristi Yamaguchi,0.07741505686056113,0.0754462296894935,0.02319825699241233,0.10873594448570216,0.1117499659985567,0.013314854125752448,6,10
Kristin Cavallari,0.022487168296784835,0.0217228733221319,0.0028627191766551503,0.08855733683600316,0.0877076737768888,0.002200822464462918,13,3
Kurt Warner,0.04075023004311627,0.0399557441221204,0.004946174540165342,0.0979597934864273,0.0994815459905298,0.00771672877538235,11,8
Kyle Massey,0.06785744291761403,0.06354489506013924,0.02205215389003592,0.09989424816862084,0.1017176642022368,0.010358640837938044,11,10
Laila Ali,0.06987962174792998,0.06751830494914035,0.017949242029007374,0.10055801574584915,0.10301677113487855,0.011280472776269064,4,10
Lamar Odom,0.009661383913500726,0.00996402746539485,0.001833035124372093,0.0306335559281587,0.03093869035290065,0.006379728864651072,28,4
Lance Bass,0.06995400544750989,0.06940563994652005,0.021055967945356215,0.09593591012241562,0.0957719243923971,0.010721831952213927,7,10
Lauren Alaina,0.010859579354423027,0.007626183572801,0.00902838285235694,0.020039700159380346,0.017488528177184,0.011593094264351782,28,11
Lauren Jauregui,0.011920419338095734,0.0123609528913023,0.0017759555763846358,0.04536275485585813,0.0467294202843138,0.008379205373201139,34,3
Laurie Hernandez,0.05984314215794129,0.0599009939353652,0.01722423018427973,0.1021699015021618,0.1024762580467802,0.00815533512971596,23,11
Lawrence Taylor,0.030246331227702972,0.0309930491804463,0.002525318638685571,0.09835854905463057,0.0999434883905772,0.004683098801397837,8,7
Lea Thompson,0.03525938551015531,0.0351165970455223,0.003599775376771047,0.10133318357775963,0.1024854497891452,0.00671236227807526,19,9
Leah Remini,0.04218184331604184,0.04242008213825735,0.007668022485288022,0.09714564118729535,0.09795610152578485,0.009837773383026811,17,10
Leeza Gibbons,0.02319413751975535,0.022692349524923702,0.00428233651753858,0.08588944373057786,0.08532980809715135,0.004566348713683531,4,4
Lele Pons,0.006641931758310157,0.0054297274197671,0.0030212882190861416,0.0210692209416374,0.0194507367830444,0.008094562729679865,32,7
Lil' Kim,0.033882422794140034,0.0333759556740823,0.005178721730644945,0.09186745775748982,0.0904291206569165,0.007638748447645433,8,9
Lindsey Stirling,0.06252267413798047,0.06168225659965935,0.019558075830310846,0.10076774217649827,0.10058519245363085,0.005532170628927277,25,10
Lisa Rinna,0.0105885013046802,0.0078844488252104,0.006532037426184928,0.018171005724716558,0.0174452338897884,0.008128328489085093,2,7
Lisa Vanderpump,0.022295257085134426,0.0212109959831552,0.0032366973939415853,0.09095526626729653,0.0895311536523084,0.004459255165671693,16,4
Lolo Jones,0.0207977046684957,0.0207977046684957,,0.1015887531498846,0.1015887531498846,,19,1
Louie Vito,0.029865016619932582,0.02899756035417805,0.004603718945916018,0.10976839545022211,0.10973397545381669,0.00501688394873175,9,6
Macy Gray,0.0176662469582096,0.0176662469582096,,0.0947626909323346,0.0947626909323346,,9,1
Margaret Cho,0.023926952955834833,0.0231620476274337,0.002791239127875729,0.09216401749460468,0.0910489463215265,0.002804893719671239,11,3
Maria Menounos,0.04192158237969197,0.0437890220270712,0.0066623425595416326,0.10411575434555202,0.1069757291745647,0.008213027884588053,14,9
Marie Osmond,0.060317809534600884,0.06096253216021185,0.0160955672598944,0.0850434747141053,0.08780640245904345,0.008540257845157214,5,10
Marilu Henner,0.03785987663616447,0.0365486825795518,0.005855523268316412,0.1075632449917137,0.1072153495739025,0.010114219838312807,23,9
Mario,0.04888475931909842,0.05008957085940935,0.00776595642609844,0.1264022611260673,0.12432658452606785,0.00849036021429874,6,8
Mario Lopez,0.0859916855580295,0.0836096860916373,0.0358873541216804,0.09093826015941267,0.0917826568674548,0.013262606564757801,3,10
Marissa Jaret Winokur,0.04339989949076534,0.0439149958482014,0.008949405728304792,0.10471564882444628,0.1048607451805235,0.005277885600888528,6,9
Mark Cuban,0.0292897307895081,0.0296835200940717,0.0014999031964716071,0.09581586564992428,0.0950225400496338,0.0025980038933112945,5,5
Mark Dacascos,0.030407761199445528,0.0294385756274643,0.003076180862705388,0.10535741572405946,0.1076475334860306,0.004073056849465984,9,7
Marla Maples,0.0216354102144855,0.0208874900450473,0.003437990316529914,0.0891687523363528,0.08824895762179649,0.003602253787792012,22,4
Marlee Matlin,0.03269347579346443,0.031685592814223,0.006072148162207631,0.10033577590009674,0.09856668400409414,0.008340725904022484,6,6
Martin Kove,0.010011809301255451,0.010011809301255451,0.0023319363787981167,0.056029830919416,0.056029830919416,0.007558572512269498,30,2
Martina Navratilova,0.024460449105226052,0.024460449105226052,0.003016017713120787,0.09967323112458285,0.09967323112458285,0.00021988947000697816,14,2
Mary Lou Retton,0.0241460981888905,0.02410844567612605,0.0027553960976768803,0.09234320793524864,0.08983600464751859,0.01269023017962372,27,6
Mary Wilson,0.01056359615843925,0.01056359615843925,0.0023028514190930357,0.0463547967445445,0.0463547967445445,0.00908300212467852,28,2
Master P,0.018151550950686175,0.0159110148567772,0.0051198189879710625,0.036668411041900925,0.03315559490119745,0.009330160991995193,2,4
Matt James,0.00865134673959495,0.008660397481941948,0.002041068989123086,0.03153821631306715,0.02943641213367115,0.0074628141231201746,30,4
Matt Walsh,0.0113765274399989,0.0113765274399989,,0.0476536190315178,0.0476536190315178,,32,1
Maureen McCormick,0.025951022941322326,0.0270877916375217,0.003574374986166613,0.0835095025194421,0.0875893370453219,0.006726662591648593,23,7
Maurice Greene,0.03847595154247039,0.0378159382393626,0.004567476361075985,0.10838666779209774,0.1097605711540171,0.0071705443360853185,7,8
Mauricio Umansky,0.008577945978700867,0.0082837665634218,0.0018289510862197161,0.027466406268838315,0.0263975161321902,0.005189725275813203,32,6
Mel B,0.0689757831482326,0.06600016940952774,0.023973909292132608,0.10325556814514665,0.1068084815104534,0.01294628820409148,5,10
Melanie C,0.00832394815361888,0.0083550773583659,0.0033011166115887725,0.031267893474106925,0.0326618377228418,0.013058720931998422,30,5
Melissa Gilbert,0.03972117122287579,0.04004098120554095,0.004627249791393357,0.11017326679561072,0.11026545744624125,0.0056250543810077045,14,8
Melissa Joan Hart,0.029294202065420268,0.028975865378536747,0.00212513111209377,0.10542528784255005,0.1056088721451651,0.0037068878433134797,9,6
Melissa Rycroft,0.06593165698312434,0.064442613102258,0.021411221229947756,0.10508882757194762,0.10815267589291,0.01133960609828146,8,21
Melora Hardin,0.0069318805681713,0.0053569860256687,0.00426265735799222,0.0190715478753129,0.0155082016530146,0.009829214722750277,30,9
Meryl Davis,0.05484021688353182,0.054611551723037596,0.014189224539594529,0.08414887512014496,0.08460046002823529,0.0032055391312374787,18,10
Metta World Peace (Ron),0.0193728798313794,0.0193728798313794,,0.0857598935636098,0.0857598935636098,,13,1
Michael Bolton,0.019588101496149,0.019588101496149,0.0017033642754570647,0.08254358704677439,0.08254358704677439,0.0015131180622023025,11,2
Michael Irvin,0.03229841016373818,0.0326863886855427,0.0035908574204942755,0.10916697907755565,0.1096042639994991,0.0060977617220034155,9,7
Michael Sam,0.0192013439996684,0.018414569812372703,0.0030587199827867384,0.07426806601578642,0.0736669314903755,0.0022305544082413765,20,4
Michael Waltrip,0.026488798604424477,0.02648125883430305,0.004357809524704814,0.082031541315164,0.0826563759036858,0.005447960469677332,19,8
"Mike ""The Miz"" Mizanin",0.0082505075323073,0.0081723340662009,0.0038858200219133517,0.026702978252031027,0.0235356890680455,0.010899039190339955,30,7
Mike Catherwood,0.01836262561361575,0.01836262561361575,0.002192356966919499,0.08363527955973335,0.08363527955973335,0.00012535310484918495,12,2
Milo Manheim,0.06399625529854629,0.0649870664732427,0.01813602353732272,0.11551665611962199,0.1152014813349542,0.011961277470703347,27,9
Mira Sorvino,0.0088437700723761,0.0088431464826642,0.0015619918426359124,0.02836172023693746,0.0282123580785953,0.0032416932345970743,32,5
Mirai Nagasu,0.0439734335803554,0.0435414491321412,0.0025825951288688735,0.13003257877995092,0.126973828985398,0.008488098316716432,26,3
Mischa Barton,0.018680061161688934,0.0174365814218112,0.002505853742585059,0.0811248303265574,0.0809665542425609,0.0009302125287188173,22,3
Misty May-Treanor,0.03423763047951115,0.03423763047951115,0.004896279201813031,0.09257249316775379,0.09257249316775379,0.0010520005982815695,7,2
Monica Aldama,0.007383914462941685,0.0057904978553836,0.0033602398617189645,0.024770466685257984,0.0211196455514911,0.011469571897869148,29,7
Monica Seles,0.019369030096565952,0.019369030096565952,0.002576518602451088,0.0866207917415571,0.0866207917415571,0.00010911367193273668,6,2
Monique Coleman,0.042456445532183,0.042267270571742746,0.003342530886706041,0.09550503241247714,0.0966172424054325,0.009801319372534997,3,8
Mr. T,0.0242808180500122,0.0237350457201423,0.003993895298230986,0.08767220892621938,0.08683549425198735,0.003372927597917801,24,4
Mya,0.06201552808624254,0.061840862150454604,0.02413171600087504,0.09555314657295404,0.09913214664408725,0.011599896709322245,9,10
Nancy Grace,0.04477832908689236,0.044425478167556154,0.006018065783133635,0.12259848332752551,0.1236475820182735,0.010538944441553002,13,8
Nancy Kerrigan,0.0386373567542967,0.0379053619139685,0.003945218611099062,0.1109119043065948,0.1119006345481023,0.0037060778893840433,24,7
Nancy McKeon,0.019286421672896667,0.0179360686843122,0.003121222472613545,0.0833498352048958,0.0825938590762233,0.002729701557954154,27,3
Nastia Liukin,0.046786375662236354,0.0487994444235501,0.007270584505605736,0.11108944901397425,0.113265216755434,0.008430323420337442,20,9
Natalie Coughlin,0.0204419599891701,0.0202651720194836,0.0027189742490177585,0.09382127769012506,0.0903970568237861,0.008811275857773266,9,5
NeNe Leakes,0.029920154385954356,0.0296690281652536,0.004243000072047782,0.09189260841386385,0.0902252904125393,0.006053081136211971,18,7
Nelly,0.008867044773653273,0.004350993073257,0.00890685673535068,0.017805086622732273,0.0134747819551308,0.010513964791007406,29,11
Nev Schulman,0.006821178389368209,0.0033719193425519,0.010332754351461032,0.014093493748267027,0.0074194699430622,0.013047787319294107,29,11
Nick Carter,0.05686961439680957,0.0545632807369474,0.017088294441870176,0.10480256066463088,0.1067280929405698,0.006287507589824097,21,11
Nick Lachey,0.026478444379703533,0.0272037618608124,0.0038797913640189583,0.08895165535941334,0.0871074280487303,0.006864184553627869,25,6
Nick Viall,0.03151805000312142,0.0317797796061597,0.002628566051020602,0.09592686872766631,0.0970859380733107,0.003435141576619924,24,7
"Nicole ""Snooki"" Polizzi",0.03063215052049453,0.0319014987899495,0.0031073757113806054,0.0979243483085757,0.0962429314189207,0.006325105335190992,17,7
Nicole Scherzinger,0.06939418044569766,0.0665702221291534,0.02300251112362533,0.09700694909497105,0.0978120069892362,0.008663841689042683,10,10
Niecy Nash,0.03820269087368649,0.037364722139633155,0.004591328463417211,0.09542284604782156,0.09559587040354756,0.007465757058976518,10,8
Nikki Bella,0.030866335277538928,0.0314954685741303,0.0032926498842840313,0.1073150410181677,0.1067498190687566,0.004092052146944987,25,7
Nikki Glaser,0.0229581751473348,0.0229581751473348,,0.0899562312940058,0.0899562312940058,,27,1
Noah Galloway,0.06736834859345057,0.0628935886313939,0.025491396983449377,0.09927673497757475,0.09869041959047714,0.008601954975140014,20,10
Normani,0.06291137965320147,0.0600205360549774,0.021701115027714466,0.0915934478926194,0.09414064515779935,0.011398090975645137,24,10
Nyle DiMarco,0.06776191172190801,0.06465827377963271,0.022073154929771976,0.09998261186517396,0.10266513717983965,0.009818380669307514,22,10
Olivia Jade,0.006608346482777951,0.0062132894722728,0.002420409372621134,0.02216697052455604,0.01879265892445995,0.009162085205097599,30,8
Paige VanZant,0.06362821584459494,0.05917707620512255,0.022586170611456922,0.09166566693007419,0.09217577956122175,0.008689454693841163,22,10
Pamela Anderson,0.0288775552348881,0.0303464303893096,0.005343121659880801,0.09066999514318047,0.09037896523342415,0.006154260840262253,15,8
Patti LaBelle,0.0241046228969703,0.0250209491050239,0.0025130535646964137,0.08138217848438854,0.08160207712999895,0.003414002279254658,20,6
Paula Deen,0.028508854651536752,0.029075866608906348,0.004044514998615385,0.09614216697145801,0.09467288575453014,0.008239439000515795,21,6
Paulina Porizkova,0.02232738287332975,0.02232738287332975,0.0022871506569885204,0.0907528664149691,0.0907528664149691,0.0007666209301713539,4,2
Penn Jillette,0.018000197518331353,0.018000197518331353,0.001771360901976852,0.08826152935203216,0.08826152935203216,0.003168289061721791,6,2
Petra Nemcova,0.020493672671196998,0.0202948056649592,0.002889106411978605,0.07069618438116917,0.0688954870790172,0.0035527698357380143,12,5
Phaedra Parks,0.009671236222776162,0.0098953363671438,0.004011215031358226,0.02719643911645876,0.0248520397632705,0.008875488166475032,33,5
Priscilla Presley,0.03066038957990222,0.0301689166006658,0.003651993061453942,0.10286657430757959,0.0992104408752761,0.006580289897169577,6,5
Rachel Hunter,0.02467909293498215,0.02171172458689385,0.011055009528541087,0.03402440951451145,0.03238057738768605,0.01511438786590656,1,4
Ralph Macchio,0.04905253448703992,0.0500252362634559,0.008279426591218862,0.10533147933229481,0.1069777054039019,0.006661680073355786,12,9
Randy Couture,0.020688446791235535,0.0201248569166862,0.002848314873423256,0.08513568140281709,0.0839397847420852,0.002858354519931679,19,3
Rashad Jennings,0.058774585056542414,0.0551504208979928,0.022277206132269245,0.08957228567105378,0.089359754526397,0.007293765726908007,24,10
Ray Lewis,0.0097601631104947,0.0097601631104947,0.006806135382320754,0.028612634870925698,0.028612634870925698,0.017999323858076066,28,2
Redfoo,0.0216518706467642,0.0216518706467642,0.0030200372943408665,0.09190383555477655,0.09190383555477655,0.00011321491876957796,20,2
Reginald VelJohnson,0.007767933099940534,0.0089416759528314,0.0022619418155852646,0.026620645319135768,0.0301559954702361,0.007509462023934603,33,3
Rick Fox,0.03487473894572223,0.0337762660512256,0.003903927898545665,0.09911392704766052,0.1013502820604414,0.009382887144287531,11,7
Rick Perry,0.0201402478283117,0.0192903715134462,0.0030644521526703144,0.08290929039830626,0.082244605054417,0.001875515562664279,23,3
Ricki Lake,0.07335890095388509,0.07231453648260965,0.020864184572486576,0.1045393205043748,0.10551951343875349,0.01097912038234508,13,10
Riker Lynch,0.07523726211826645,0.07105297613842775,0.02744234903894121,0.10198717816609722,0.102894171875526,0.008837923364020455,20,10
Rob Kardashian,0.07359576662487444,0.07069674451521085,0.024001825218873132,0.10293275007128792,0.10461983553305534,0.008047851603273018,13,10
Robert Herjavec,0.03316704624170979,0.032842269260511994,0.004784310523442358,0.09827748653790506,0.09850768970954141,0.006768945300908126,20,8
Robert Irwin,0.0066430596334840185,0.0047864661489518,0.005362938846414666,0.014831301580108229,0.0097349554289039,0.009371801009471362,34,11
Rocco DiSpirito,0.025615454885108576,0.0254858739614411,0.004253387099231165,0.0952794074953922,0.09447868344109306,0.00732304409037327,7,4
Romeo,0.03623705411950465,0.03506269045968865,0.0040485580348001374,0.0924385493909514,0.09390181583425725,0.005228044667984186,12,8
Roshon Fegan,0.03588725311941509,0.03590470686815725,0.0031043430675807534,0.09904669241244146,0.0996989061111625,0.005565102370506056,14,8
Rumer Willis,0.06562002526685856,0.0640010106246631,0.020420283352148322,0.09961461892523668,0.10181843892198406,0.011873706162988005,20,10
Ryan Lochte,0.03347876147496141,0.032981474762732596,0.004701229980358387,0.10932110684693504,0.1093440568078904,0.008167956037161117,23,8
Sabrina Bryan,0.029618393744038417,0.02962318444157365,0.003254944372407459,0.09404665255086776,0.09309085724204855,0.008177861550732397,15,12
Sadie Robertson,0.060585211956347494,0.0559058035630386,0.018210568843473024,0.11064019438275287,0.1099214975674614,0.007042916896713899,19,11
Sailor Brinkley-Cook,0.011148681517451483,0.01189448550367785,0.004530563332824104,0.034375439247483104,0.0349520044959836,0.01572150975096712,28,6
Sam Champion,0.008481017750151476,0.00835743649548545,0.0005580687867115711,0.035608493340196376,0.0357597705671835,0.005272649814846532,31,4
Sara Evans,0.05720511068300536,0.0582006144206201,0.010658855782303236,0.10862586521767406,0.1091308448346765,0.003314028611958972,3,5
Sasha Pieterse,0.02479003182172844,0.0248922842887037,0.00417163434323672,0.09131131193538086,0.0880762706037312,0.006752904616422875,25,5
Scott Hoying,0.008068692354432633,0.0081947168031995,0.0027602046770617795,0.025028430033607482,0.024839711201965,0.009125216118459867,34,6
Sean Avery,0.0194143271885613,0.0194143271885613,0.0010007597878671898,0.08281988315887714,0.08281988315887714,0.0015810705859213173,18,2
Sean Lowe,0.034179909154613976,0.03301901174946385,0.004528651723975797,0.09973724688291688,0.09954146907986765,0.006342071106606106,16,8
Sean Spicer,0.011183213498849333,0.0111626638468721,0.004299766058955534,0.0240613920266555,0.0225652026886218,0.00785901551960054,28,9
Selma Blair,0.00449607120991302,0.0047872899797919,0.0006998524104641724,0.01544918541044368,0.0159823954919151,0.0027751187195304717,31,5
Shandi Finnessey,0.021099911323286966,0.0203946584915474,0.002640776255257973,0.0824692911764633,0.0821271292431148,0.0014066958661565054,4,3
Shangela,0.0076637197666745895,0.005452546849584549,0.008746565815224943,0.01529802320179088,0.0136137839057348,0.0067485689267774585,31,10
Shanna Moakler,0.0253589626444423,0.0253589626444423,0.0016708583453553482,0.09681396988731056,0.09681396988731056,0.0005771810153987007,3,2
Shannen Doherty,0.022849092006233848,0.022849092006233848,0.0032692726370614116,0.08890547671112756,0.08890547671112756,0.0012713015031378997,10,2
Shannon Elizabeth,0.03643484443582144,0.0365155408109661,0.005053382802848699,0.10406105559619051,0.104214925352593,0.008077074884149917,6,7
Shawn Johnson,0.07375669172785243,0.0708372672962908,0.023395359353644094,0.10838028967790844,0.1100826384874588,0.013256158120146464,8,21
Sherri Sheperd,0.02324575241556295,0.0229134993679072,0.0020101289387371405,0.0972241824288704,0.0967082323641718,0.0017837440835158543,14,4
Simone Biles,0.040794094581368096,0.0412362813823876,0.0060571671605262455,0.09973193818314324,0.1005917368557147,0.004735525003367315,24,9
Skai Jackson,0.00668209018066102,0.0059097827228632,0.0038585953639515974,0.016810732978294253,0.013888293825822351,0.008901292939067192,29,10
Stacy Keibler,0.012418332139281524,0.007401363857944199,0.01344056306987637,0.01718709910191736,0.0116678157207484,0.010538248396375299,2,8
Stephen Nedoroscik,0.011942988532051167,0.007664435275691,0.011810904798180942,0.02131793557675821,0.0157849127089955,0.014781311132857633,33,9
Steve Guttenberg,0.020605202145366767,0.0202045581877402,0.002467933264952573,0.09217732908326844,0.0903490791477703,0.0041439984400425105,6,3
Steve Wozniak,0.0216347962796146,0.0210034424347707,0.00289907203948416,0.09492856666862753,0.0946237116847575,0.0034847512985268303,8,4
Steve-O,0.02875024538135465,0.028405740573369802,0.002554892079518216,0.10389063090678162,0.10307838087683155,0.002833228162415732,8,6
Sugar Ray Leonard,0.02526913440785215,0.0241711723282371,0.0035064987816903837,0.09101244894786212,0.09127593890223346,0.002397518957444272,12,4
Suni Lee,0.006426180943450866,0.0059337920656239,0.0030360435262731795,0.017784612938293577,0.0151186373968961,0.008640839049656646,30,9
Susan Lucci,0.0298604145619931,0.02877405121147,0.003072222928702431,0.09526544724828094,0.0964455337873556,0.008136531376547339,7,7
Suzanne Somers,0.02080997142232942,0.0213962981963059,0.0033236285097077594,0.074778029327289,0.0736318708812115,0.004108981443401511,20,5
Tamar Braxton,0.055820903088277155,0.056417926764256,0.016292843629049054,0.11163800990158086,0.1132308011661473,0.003516222229940296,21,9
Tatum O'Neal,0.024648345066295548,0.024648345066295548,0.005882714941667124,0.07821625693043124,0.07821625693043124,0.011889418961121659,2,2
Tavis Smiley,0.02240339726267645,0.02240339726267645,0.001284781476720384,0.0985481002479694,0.0985481002479694,0.0005609681938413678,19,2
Ted McGinley,0.0220755947029029,0.0220755947029029,,0.100657369757103,0.100657369757103,,7,1
Teresa Giudice,0.0104564028110481,0.0104564028110481,0.0016514539201691319,0.047549202386599154,0.047549202386599154,0.006458170272444459,31,2
Terra Jole,0.04722835632354665,0.04731608853678125,0.00799633461824304,0.12317349220265475,0.1256489914207248,0.009940885190423469,23,10
Terrell Owens,0.0296325910005063,0.0297807596012298,0.002717495829694375,0.09721371894530938,0.10007669016012295,0.008094644985361837,25,8
The Situation,0.02560548534462435,0.024885877366072298,0.0028472526369766717,0.09001965574090158,0.08941957416213561,0.003372605902720992,11,4
Tia Carrere,0.012602145175689939,0.0120216367528537,0.004726288462978808,0.026949077875856618,0.0306157841804662,0.009368424254627583,2,5
Tinashe,0.0222652317579905,0.021716669514029847,0.0027711896031963564,0.09126403983452908,0.08943219202198685,0.004167007488677712,27,4
Tom DeLay,0.0275761325665323,0.0272768617263036,0.002169474043265198,0.09049919313492004,0.0908211206055664,0.0008322197988336716,9,3
Tommy Chong,0.03476429353604369,0.0352881267286475,0.004368228488221855,0.0938048316427855,0.09576271248724,0.006163968250264651,19,10
Toni Braxton,0.020940776947732963,0.0210132886758406,0.0016050160354209187,0.07711005196258126,0.0751858814309766,0.005965330199605608,7,5
Tonya Harding,0.06290850090218217,0.05961478329523409,0.02061099107395985,0.0758625263653407,0.07538480063274665,0.0024099821220025805,26,4
Tori Spelling,0.0080583435770886,0.0080583435770886,0.0017111901309539014,0.0345288864322421,0.0345288864322421,0.006547898065212734,33,2
Trevor Donovan,0.00611861852813159,0.0047841332633109,0.004001193587903253,0.015555825040843923,0.0144565521804157,0.005473493557068575,31,9
Trista Sutter,0.028168213253662748,0.028168213253662748,0.0027434742004389854,0.06178361616470615,0.06178361616470615,0.0013460690980452404,1,2
Tucker Carlson,0.0261319195265547,0.0261319195265547,,0.0896186960844769,0.0896186960844769,,3,1
Ty Murray,0.04833161519913931,0.0446868775493618,0.01054675603107989,0.10936689881322563,0.1114248179287533,0.008903979769849763,8,10
Tyson Beckford,0.015101352521184266,0.0174383338910864,0.0040866783499109135,0.059290112889948836,0.0628083948623344,0.01129472688144983,32,3
Valerie Harper,0.024249996796636725,0.0240922823077649,0.0033383979367749123,0.10044605552831462,0.10001525263401745,0.006150215613451063,17,4
Vanessa Lachey,0.02926879244335017,0.0294920850101564,0.0026750833394796453,0.10341871772473872,0.104667007709114,0.0048360340917702515,25,7
Vanilla Ice,0.0206294207338514,0.020343347193740452,0.0027940424329097194,0.08298242552848226,0.0824131112468394,0.003775806827755919,23,4
Veron Davis,0.007916358158376833,0.008027809844906551,0.0009400457584416938,0.029406902559959883,0.02954855334352615,0.005804031731064532,29,6
Victor Espinoza,0.0172904448454483,0.0172904448454483,0.0015887386290237325,0.0870569885036739,0.0870569885036739,0.0013070916789780626,21,2
Victor Ortiz,0.026882339699690935,0.02720233566815845,0.0026339895741029186,0.09632346983408864,0.09658829946413235,0.004325875156134565,16,6
Victoria Arlen,0.03629186799878205,0.0372250947285014,0.004782483421020341,0.10313516736705679,0.1060277598560813,0.007860439649219597,25,9
Vinny Guadagnino,0.0082553600576161,0.00782163402284115,0.0029269448966818515,0.023637992598062423,0.0233996354854976,0.003497771814565458,31,8
Vivica A. Fox,0.02500908371279255,0.02443822098700935,0.004236227424664907,0.09333899066529555,0.09208774402233941,0.004317661874134442,3,4
Von Miller,0.02876736931917823,0.0300719291453084,0.003162420631208563,0.09517216937165608,0.0949621032634268,0.0028334185851625463,22,7
Wanya Morris,0.04223763569572909,0.0423730443959969,0.008418838668361427,0.12313333568470917,0.1180648622812859,0.020842668111580476,22,9
Warren Sapp,0.07250997538984794,0.07057078248057269,0.023818600647672494,0.10532017435502691,0.10798609700349815,0.0071173711965974934,7,10
Wayne Brady,0.007943716049654841,0.0040937174653772,0.010369886716230256,0.01475981177105177,0.0117603816828202,0.007402154073831345,31,10
Wayne Newton,0.023268546199331233,0.0225521999684756,0.002499811184647084,0.08998185645861306,0.0908621327866965,0.001691543488258303,5,3
Wendy Williams,0.020914708545599865,0.0197390358118548,0.0028083848121598473,0.086185276594849,0.0865048281385599,0.0015291144033949518,12,3
Whitney Leavitt,0.0075009197331476,0.00571925076600205,0.004488292486328003,0.01886859703155342,0.0152081006886225,0.009143423755737536,34,10
Willa Ford,0.026529929367362398,0.0270039765492651,0.003853761857497636,0.09392951430303002,0.0906347195984869,0.006713146690055847,3,5
William Levy,0.062214431715253815,0.05794393428868195,0.023730327439123556,0.09454167021948487,0.09474850822262859,0.007926980296775283,14,10
Willow Shields,0.030627802477559245,0.0310282299479961,0.002891370916123139,0.10064349248974584,0.1019874319719665,0.004887500999843897,20,7
Wynonna Judd,0.019932860106149034,0.0195128051239261,0.002056279557186958,0.09058771504153697,0.0902569974702844,0.001097818536410345,16,3
Xochitl Gomez,0.009338428681849363,0.0046789454908531,0.010524513425316781,0.018601390647761538,0.0135823462174877,0.014754483408446937,32,11
Zendaya,0.07021079937526796,0.0701684272082506,0.024303588096871432,0.11131499965431188,0.1108395078015472,0.005160315376139748,16,10
